Transaction_ID,Date,Customer_Name,Product,Total_Items,Total_Cost,Payment_Method,City,Store_Type,Discount_Applied,Customer_Category,Season,Promotion
TXN00037288,2025-10-05 12:49:00,Mr. Joseph Bush,"Wine, Chips, Peanut Butter, Pet Food, Dish Soap, Olive Oil, Sugar, Jam, Canned Soup",9,162.87,Cash,Denver,Warehouse Club,No,Regular,Fall,None
TXN00037289,2025-01-14 16:52:02,Melanie Saunders,"Mustard, Pasta, Cooking Oil, Oranges, Baby Formula, Bananas, Toilet Paper",7,94.75,Credit Card,Atlanta,Warehouse Club,Yes,VIP,Winter,Seasonal Offer
TXN00037290,2025-10-03 18:27:53,Karen Gonzalez,"Frozen Pizza, Peanut Butter, Chicken Breast, Apples, Ice Cream, Honey, Orange Juice",7,102.57,Credit Card,Seattle,Online,No,VIP,Fall,None
TXN00037291,2024-12-04 06:46:09,Jose Ramirez,"Lettuce, Ice Cream, Shampoo, Frozen Pizza, Onions, Wine, Yogurt",7,74.79,Debit Card,Nashville,Online,Yes,VIP,Winter,None
TXN00037292,2025-06-14 06:28:16,Ariana Jennings,"Bananas, Ground Beef, Pasta, Shrimp, Salmon, Soda, Beer, Carrots",8,94.65,Cash,Atlanta,Supermarket,No,New,Summer,None
TXN00037293,2026-09-02 03:57:56,Patricia Hamilton,Soap,1,5.84,Debit Card,Jacksonville,Warehouse Club,No,Regular,Fall,None
TXN00037294,2025-08-02 13:22:18,Christopher Thomas,"Baby Formula, Granola, Toothpaste, Tomatoes, Dish Soap, Coffee, Jam, Chicken Breast, Cooking Oil, Cereal Bars",10,110.83,Credit Card,San Diego,Online,No,Regular,Summer,None
TXN00037295,2026-07-02 18:54:43,Erik Small,"Bread, Diapers, Ice Cream, Bottled Water",4,34.28,Debit Card,Nashville,Convenience Store,No,Regular,Summer,None
TXN00037296,2026-06-03 18:03:22,Robert Cummings,"Salsa, Shampoo, Yogurt, Tomatoes, Mustard, Cereal, Peanut Butter",7,79.57,Cash,Los Angeles,Convenience Store,No,New,Summer,None
TXN00037297,2026-03-09 05:10:07,Blake Owens,"BBQ Sauce, Chocolate, Lettuce, Soap, Cereal, Ketchup, Baby Formula, Canned Soup, Honey",9,99.07,Debit Card,Denver,Department Store,No,New,Spring,None
TXN00037298,2025-05-23 13:13:45,Thomas Black,"Chips, Frozen Pizza",2,14.26,Credit Card,Houston,Department Store,No,VIP,Spring,None
TXN00037299,2024-12-11 10:38:06,Rebecca Patel,"Yogurt, Sausages, Tortillas, Tea, Wine, Dish Soap",6,94.57,Mobile Payment,San Jose,Supermarket,No,Occasional,Winter,None
TXN00037300,2026-07-31 02:20:22,Tamara Davis,"Shrimp, Granola",2,28.09,Mobile Payment,Jacksonville,Convenience Store,Yes,VIP,Summer,None
TXN00037301,2025-04-09 14:29:02,Christopher Gay,"Olive Oil, Soap, Granola, Energy Drink",4,80.43,Debit Card,San Diego,Supermarket,No,VIP,Spring,None
TXN00037302,2025-03-29 23:35:56,Katherine Andrews,"Eggs, Butter, Laundry Detergent, Cereal Bars, Coffee, Yogurt, Shrimp",7,61.82,Credit Card,Atlanta,Online,Yes,Occasional,Spring,BOGO
TXN00037303,2026-04-24 11:23:04,Joshua Anderson,"Chocolate, Salmon",2,32.22,Credit Card,Charlotte,Warehouse Club,No,VIP,Spring,None
TXN00037304,2026-05-02 07:19:11,Jonathan Walker,"Honey, Shrimp, Tortillas, Pasta, BBQ Sauce, Jam, Coffee, Tomatoes, Lettuce",9,101.5,Cash,Phoenix,Warehouse Club,Yes,Regular,Spring,Percentage Discount
TXN00037305,2026-05-05 17:42:29,Jason Williams,"Mustard, Frozen Pizza, Mayonnaise, Chocolate, Oranges, Eggs",6,80.64,Credit Card,Philadelphia,Supermarket,Yes,Occasional,Spring,None
TXN00037306,2025-09-19 10:18:50,Kathleen Marshall,"Orange Juice, Yogurt, Oranges, Honey, Energy Drink, Ground Beef, Beer, Cheese",8,122.67,Credit Card,Phoenix,Convenience Store,Yes,Occasional,Fall,None
TXN00037307,2026-02-20 09:14:56,Patrick Reed,"BBQ Sauce, Vinegar, Cookies, Sausages, Cheese, Pet Food, Flour, Soap, Shrimp",9,131.75,Credit Card,Denver,Supermarket,No,Occasional,Winter,None
TXN00037308,2025-10-07 03:01:34,Jesus Hale,"Mayonnaise, Honey, Ketchup, Sugar, Olive Oil, Vinegar, Paper Towels, Yogurt, Toilet Paper",9,83.29,Credit Card,Phoenix,Supermarket,No,Regular,Fall,None
TXN00037309,2024-10-17 09:29:51,Victoria Lewis,"Toilet Paper, Frozen Pizza, Soap",3,45.51,Credit Card,New York,Supermarket,No,Regular,Fall,None
TXN00037310,2025-07-24 00:15:51,Maurice Johnson,"Potatoes, Ground Beef, Tomatoes, Bacon, Orange Juice, Lettuce, Bananas, Ketchup, Baby Formula",9,103.65,Debit Card,New York,Supermarket,No,Occasional,Summer,None
TXN00037311,2026-08-03 08:07:29,Christian Rodriguez,"Vinegar, Frozen Pizza, Toothpaste, Dish Soap",4,16.58,Credit Card,Chicago,Convenience Store,No,Regular,Summer,None
TXN00037312,2025-09-20 01:38:43,Melissa Sparks,"Olive Oil, Salmon, Cereal Bars, Cooking Oil, Bottled Water, Lettuce, Ice Cream, Energy Drink",8,117.33,Debit Card,San Jose,Convenience Store,No,New,Fall,None
TXN00037313,2025-08-24 09:20:18,Sarah Meadows,"Salsa, Milk, Salmon, Flour, Tomatoes, BBQ Sauce",6,44.17,Cash,Charlotte,Department Store,No,Regular,Summer,None
TXN00037314,2024-11-10 11:23:17,Renee Melendez,Mayonnaise,1,24.33,Debit Card,Dallas,Supermarket,No,Regular,Fall,Percentage Discount
TXN00037315,2025-12-04 16:59:29,Richard Rogers,"Honey, Tortillas, Bacon, Baby Formula, Toilet Paper, Bananas, Granola, Flour",8,90.68,Cash,Houston,Supermarket,Yes,Premium,Winter,None
TXN00037316,2026-05-22 14:01:56,Stephen Anderson,"Wine, Yogurt, Bacon, Ketchup",4,34.29,Credit Card,Denver,Warehouse Club,Yes,Regular,Spring,Clearance
TXN00037317,2024-10-03 16:24:42,Tamara Riddle,"Canned Beans, Pasta, Wine, Yogurt, Cereal, Diapers, Potatoes, Mustard, Bacon, Toilet Paper",10,118.13,Gift Card,Seattle,Supermarket,Yes,New,Fall,None
TXN00037318,2026-03-05 05:39:11,Michael Cruz,Soap,1,2.46,Credit Card,Denver,Supermarket,No,Regular,Spring,None
TXN00037319,2025-11-29 07:25:28,Richard Bush,"Bottled Water, Salmon, Bread, Granola",4,42.9,Cash,Denver,Supermarket,Yes,Premium,Fall,Clearance
TXN00037320,2025-12-21 09:48:46,Shelly Spencer,"Energy Drink, Oranges, Vinegar",3,37.38,Mobile Payment,San Diego,Supermarket,No,VIP,Winter,None
TXN00037321,2025-05-31 00:57:05,Jenny Cardenas,"Onions, Lettuce",2,30.52,Credit Card,Denver,Convenience Store,No,Occasional,Spring,None
TXN00037322,2026-05-04 13:58:41,Jesus Jackson,"Beer, Lettuce, Cookies, Vinegar, Jam, Olive Oil, Milk, Cooking Oil, Honey, Rice",10,168.34,Credit Card,Jacksonville,Warehouse Club,No,New,Spring,None
TXN00037323,2024-12-04 17:35:10,Linda Fernandez,"Sugar, Bacon, Rice, Mustard, Bottled Water, Cheese, Cereal Bars, Shrimp",8,127.43,Mobile Payment,Portland,Supermarket,No,Occasional,Winter,Seasonal Offer
TXN00037324,2024-10-28 23:46:32,Sarah Pittman,"Dish Soap, Potatoes, Olive Oil, Wine, Apples, Chips, Canned Beans, Pasta, Cooking Oil, Frozen Pizza",10,102.57,Credit Card,Jacksonville,Convenience Store,Yes,VIP,Fall,BOGO
TXN00037325,2025-02-06 02:08:53,Christopher Powell,"Butter, Sausages, Rice, Carrots, Bananas, Diapers",6,93.87,Debit Card,Philadelphia,Convenience Store,No,Occasional,Winter,None
TXN00037326,2026-01-22 15:02:09,Rose Jackson,"Shrimp, Chocolate, Oranges, Cookies, Paper Towels, Apples, Lettuce, Sausages",8,105.48,Cash,Philadelphia,Supermarket,No,Regular,Winter,None
TXN00037327,2026-06-12 01:46:26,Jessica Long,"Shrimp, Milk, Carrots, Rice, Salmon, Diapers, Frozen Pizza, Bottled Water",8,80.62,Cash,Nashville,Online,Yes,Regular,Summer,Percentage Discount
TXN00037328,2026-08-11 21:53:18,Alexandria Wise,"Jam, Oranges, Canned Soup, Granola, Baby Formula",5,53.45,Credit Card,Denver,Convenience Store,No,Regular,Summer,None
TXN00037329,2026-06-22 05:17:17,Laura Walton,"Salsa, Orange Juice",2,34.23,Debit Card,New York,Supermarket,Yes,VIP,Summer,None
TXN00037330,2026-07-23 23:13:20,Laurie Fuller,"Salsa, Ice Cream, Soap, Olive Oil, Wine",5,77.73,Credit Card,Houston,Department Store,No,Premium,Summer,None
TXN00037331,2026-07-02 23:40:14,Ann Moon,"Bottled Water, Bacon, Lettuce, Dish Soap, Cereal, BBQ Sauce",6,88.18,Credit Card,Philadelphia,Convenience Store,Yes,Regular,Summer,Seasonal Offer
TXN00037332,2025-04-10 08:55:13,Chelsea Salinas,"Frozen Pizza, Soap, Butter, Rice, Tortillas, Onions, Canned Beans, Soda",8,87.89,Credit Card,Houston,Convenience Store,No,Occasional,Spring,None
TXN00037333,2026-07-01 06:02:18,Eric Mathis,"Jam, Dish Soap, Tea, Toothpaste, Rice, Mustard, BBQ Sauce, Salmon, Pasta, Sugar",10,95.42,Cash,Chicago,Online,No,Regular,Summer,None
TXN00037334,2026-02-27 06:25:21,Brandon Leblanc,"Vinegar, Chips",2,21.71,Debit Card,Phoenix,Supermarket,No,Regular,Winter,None
TXN00037335,2025-08-27 02:05:42,Juan Galvan,"Soap, Salsa, Potatoes, Mayonnaise, Oranges, Beer, Granola",7,47.12,Mobile Payment,Boston,Supermarket,No,Occasional,Summer,Percentage Discount
TXN00037336,2024-09-28 05:21:38,Walter Hansen,"Apples, Lettuce, Bottled Water, Cereal, Baby Formula, Milk, Sugar, Mustard, Pasta",9,104.8,Cash,San Jose,Supermarket,No,Regular,Fall,Loyalty Reward
TXN00037337,2026-08-30 06:30:36,Peter Gonzalez,"Paper Towels, Diapers, Soap, Potatoes, Bread, Shampoo, Mustard, Baby Formula, Laundry Detergent, Canned Beans",10,147.35,Credit Card,Los Angeles,Warehouse Club,No,Premium,Summer,Percentage Discount
TXN00037338,2025-04-21 06:01:34,Kari Lloyd,"Sausages, Tea, Ketchup, Bottled Water, Onions, Cereal Bars, Chicken Breast, Cooking Oil, Cereal",9,94.95,Credit Card,Atlanta,Warehouse Club,Yes,Regular,Spring,None
TXN00037339,2026-04-25 10:08:58,Bradley Hoffman,"Onions, Sugar, Butter, Olive Oil, BBQ Sauce, Cereal Bars, Soda, Shampoo, Granola, Potatoes",10,129.47,Mobile Payment,Houston,Supermarket,No,Premium,Spring,None
TXN00037340,2025-01-23 20:59:15,Linda Smith,"Laundry Detergent, Vinegar, Shampoo, Soda",4,57.79,Cash,Portland,Supermarket,No,New,Winter,None
TXN00037341,2025-03-22 07:30:25,Bethany Frazier,"Salmon, Soda, Ice Cream, Cookies, Vinegar, Potatoes, Cheese, Mustard, Diapers, Shrimp",10,119.59,Credit Card,Portland,Warehouse Club,Yes,Premium,Spring,BOGO
TXN00037342,2025-04-24 18:01:40,Pamela Walker,"Oranges, Ground Beef, Shrimp, Paper Towels, Beer, Pasta",6,61.19,Credit Card,Austin,Warehouse Club,No,VIP,Spring,None
TXN00037343,2024-11-12 14:19:57,Kyle Rivera,"Bread, Canned Beans, Shampoo, Canned Soup, Honey, Toothpaste",6,75.7,Mobile Payment,Jacksonville,Warehouse Club,No,Regular,Fall,None
TXN00037344,2025-07-08 04:14:16,Alexander Floyd,"Bananas, Chocolate, Cheese, Cookies, Lettuce, Canned Soup, Wine",7,63.77,Credit Card,Jacksonville,Supermarket,Yes,New,Summer,Seasonal Offer
TXN00037345,2025-01-23 18:53:31,Nathan Brown,"Shampoo, Honey, Cheese, Toilet Paper, Mayonnaise, Yogurt, Bottled Water, Shrimp, Granola, Olive Oil",10,138.44,Cash,Columbus,Convenience Store,No,Occasional,Winter,None
TXN00037346,2026-02-04 07:12:56,Melissa Greene,"Cereal Bars, Lettuce, Toothpaste, Bananas, Butter, Onions, Cheese",7,68.77,Credit Card,Phoenix,Supermarket,Yes,Regular,Winter,None
TXN00037347,2026-08-17 15:13:42,James Morgan,"Shrimp, Olive Oil, Peanut Butter, Canned Soup, Eggs, Beer, Milk, Pasta, Pet Food, Onions",10,132.22,Credit Card,Houston,Convenience Store,No,New,Summer,None
TXN00037348,2025-05-12 01:40:27,Wesley Brown,"Butter, Soda",2,8.64,Mobile Payment,Los Angeles,Supermarket,No,Premium,Spring,None
TXN00037349,2025-03-09 12:12:44,David Lopez,"Bananas, Ground Beef, Shampoo, Ketchup, Bacon",5,35.88,Cash,Boston,Warehouse Club,Yes,Regular,Spring,None
TXN00037350,2025-03-04 17:28:29,Thomas Hunt,Sausages,1,23.21,Credit Card,Seattle,Supermarket,No,Premium,Spring,None
TXN00037351,2026-03-18 14:44:04,Tiffany Morrow,"Cereal Bars, Tortillas",2,32.97,Debit Card,New York,Supermarket,No,Regular,Spring,None
TXN00037352,2025-07-05 15:22:28,Stephanie Knight,"Laundry Detergent, Rice, Ice Cream, Chips, Energy Drink, Butter",6,68.48,Debit Card,Houston,Supermarket,Yes,Occasional,Summer,None
TXN00037353,2025-03-26 13:48:11,Laura Patton,"Cereal Bars, Milk, Tomatoes, Cereal, Carrots",5,61.74,Cash,Austin,Supermarket,No,Occasional,Spring,None
TXN00037354,2026-05-26 17:42:58,Charles Powell,"Bacon, Soap, Diapers, Jam, Shampoo, Tea, Bananas, Butter",8,73.15,Debit Card,San Diego,Convenience Store,No,Premium,Spring,None
TXN00037355,2026-08-07 21:30:29,Amanda Hernandez,Flour,1,16.83,Debit Card,Jacksonville,Online,No,Premium,Summer,None
TXN00037356,2026-07-25 09:09:20,Paul Scott,"Ground Beef, Cookies, Salsa, Mayonnaise, Peanut Butter, Potatoes, Coffee, Ice Cream, Diapers",9,150.03,Debit Card,Portland,Online,No,Regular,Summer,None
TXN00037357,2026-06-08 22:21:54,Kimberly Dalton,"Cheese, Coffee, Pet Food, Shampoo",4,48.56,Credit Card,Columbus,Online,No,Premium,Summer,Loyalty Reward
TXN00037358,2025-04-08 03:08:26,Kevin Mccullough,Laundry Detergent,1,14.11,Credit Card,Dallas,Supermarket,Yes,VIP,Spring,Clearance
TXN00037359,2025-06-08 12:50:57,Jonathon Hill,"Shampoo, Salsa, Chips, Milk, Chocolate",5,46.81,Mobile Payment,Seattle,Online,Yes,Occasional,Summer,Clearance
TXN00037360,2025-05-11 08:33:10,Christine Moran,"Ground Beef, Chips, Ice Cream, Milk, Salmon, Paper Towels, Frozen Pizza, Cheese, Orange Juice, BBQ Sauce",10,118.74,Cash,Jacksonville,Supermarket,No,Regular,Spring,None
TXN00037361,2025-08-19 11:12:35,Stacy Garner,"Lettuce, Potatoes, Bottled Water, Laundry Detergent, Shampoo, Oranges, Sausages, Cooking Oil, Tea",9,128.91,Debit Card,Chicago,Online,No,Regular,Summer,None
TXN00037362,2025-12-27 02:40:22,Mackenzie Price DDS,"Energy Drink, Ground Beef, Baby Formula, BBQ Sauce, Butter, Soap, Bread",7,63.05,Credit Card,Atlanta,Convenience Store,Yes,New,Winter,None
TXN00037363,2026-01-16 00:39:51,Mary Thompson,"Dish Soap, Oranges, Cooking Oil",3,31.06,Cash,San Antonio,Online,No,Regular,Winter,None
TXN00037364,2026-01-26 13:04:09,Miss Kimberly Holloway,"Bottled Water, Bananas, Toothpaste, Eggs, Sausages, Canned Beans, Cereal, Cooking Oil",8,122.7,Mobile Payment,Atlanta,Supermarket,No,Regular,Winter,None
TXN00037365,2025-05-12 06:29:05,Lauren Trevino,"Milk, Diapers",2,24.29,Debit Card,Charlotte,Supermarket,No,Regular,Spring,None
TXN00037366,2025-10-30 19:53:26,William Harrison,"Bottled Water, Sausages, Bread, Honey",4,30.05,Credit Card,Jacksonville,Department Store,No,Regular,Fall,Loyalty Reward
TXN00037367,2025-12-31 17:05:51,Ryan Salazar,"Toothpaste, Shrimp, Pet Food, Rice, Olive Oil, Dish Soap, Soap",7,73.6,Mobile Payment,San Antonio,Supermarket,No,Regular,Winter,None
TXN00037368,2025-02-27 19:05:32,Erica Moon,"Mayonnaise, Chocolate, Cereal, Bananas",4,82.05,Debit Card,Los Angeles,Supermarket,No,Regular,Winter,None
TXN00037369,2025-05-04 18:03:55,Brittany Flowers,"Bacon, Toothpaste, Chocolate, Eggs, Carrots, Canned Beans, Soap, Chips, BBQ Sauce",9,118.05,Credit Card,Portland,Warehouse Club,No,Regular,Spring,None
TXN00037370,2026-03-04 04:25:54,Lisa Mosley,"Mustard, Honey, Butter",3,53.31,Debit Card,Chicago,Convenience Store,No,Regular,Spring,BOGO
TXN00037371,2025-11-30 21:33:19,David Morrison,Toilet Paper,1,6.7,Credit Card,Denver,Warehouse Club,Yes,Premium,Fall,None
TXN00037372,2025-03-04 03:20:55,Emily Hall,"Frozen Pizza, Mustard, Ice Cream, Cheese, Tea, BBQ Sauce, Bottled Water, Ketchup, Mayonnaise, Shampoo",10,112.19,Credit Card,Los Angeles,Online,No,Premium,Spring,None
TXN00037373,2025-11-09 04:28:05,Austin Patterson,"Apples, Lettuce",2,27.6,Cash,Dallas,Supermarket,No,Regular,Fall,None
TXN00037374,2026-06-21 13:11:03,Aaron Little,"Shampoo, Flour, Sugar, Ketchup, Canned Soup, Oranges, Pet Food, Potatoes, Salmon",9,92.79,Credit Card,Denver,Online,No,Occasional,Summer,None
TXN00037375,2025-11-16 02:06:18,Amy Sanders,"BBQ Sauce, Cookies, Sugar, Olive Oil, Salmon",5,56.11,Gift Card,Chicago,Supermarket,Yes,VIP,Fall,None
TXN00037376,2026-08-13 14:07:56,Patricia Hernandez,"Shrimp, Peanut Butter, Ketchup, Shampoo, Flour",5,68.31,Credit Card,Nashville,Warehouse Club,No,VIP,Summer,None
TXN00037377,2025-08-06 04:33:22,Ashley Williams,"Bread, Coffee, Potatoes, Paper Towels, Bananas",5,83.66,Credit Card,Portland,Online,No,VIP,Summer,Seasonal Offer
TXN00037378,2025-12-19 14:18:48,Rebecca Brown,"Rice, Soda, Pet Food, Yogurt, Cookies, Bread, Diapers, Sausages, Toothpaste, Ground Beef",10,126.86,Credit Card,Chicago,Supermarket,Yes,Occasional,Winter,None
TXN00037379,2025-02-28 16:27:38,Daniel Turner,Energy Drink,1,10.61,Cash,Los Angeles,Supermarket,Yes,New,Winter,Percentage Discount
TXN00037380,2025-10-05 09:28:18,Austin Baker,"Eggs, Toothpaste, Sausages",3,19.98,Mobile Payment,Boston,Warehouse Club,Yes,New,Fall,Clearance
TXN00037381,2025-09-19 02:09:03,Rodney Perry,"Ground Beef, Soda, Cheese",3,22.78,Debit Card,Denver,Warehouse Club,No,Occasional,Fall,None
TXN00037382,2025-10-12 23:59:59,Kenneth Brown,"Peanut Butter, Pet Food",2,3.63,Credit Card,Seattle,Supermarket,Yes,Regular,Fall,Seasonal Offer
TXN00037383,2026-08-23 21:58:08,Anna Wheeler,"Orange Juice, Eggs, Wine, Carrots, Cooking Oil, Toothpaste, Baby Formula",7,62.71,Credit Card,Austin,Online,No,Regular,Summer,None
TXN00037384,2026-08-20 16:26:52,Debra Johnson,"Onions, Honey, Chips, Coffee, Soap",5,51.6,Cash,Philadelphia,Department Store,No,Premium,Summer,None
TXN00037385,2026-01-24 15:38:41,Katie Kaiser,Sausages,1,12.53,Credit Card,Dallas,Convenience Store,No,New,Winter,None
TXN00037386,2025-10-28 00:51:47,Shannon White,Apples,1,12.29,Credit Card,Atlanta,Online,No,Premium,Fall,None
TXN00037387,2024-10-22 12:50:07,Nancy Brown,"Eggs, Mustard, Granola, Laundry Detergent",4,59.09,Credit Card,Houston,Supermarket,No,New,Fall,None
TXN00037388,2026-05-03 08:30:02,Aaron Hernandez,"Eggs, Pet Food, Canned Beans, Baby Formula, Potatoes, Onions, Chocolate, Olive Oil",8,79.61,Mobile Payment,Atlanta,Warehouse Club,Yes,Occasional,Spring,None
TXN00037389,2024-12-27 03:15:45,Thomas Davis,"Oranges, Pet Food, BBQ Sauce, Frozen Pizza, Mayonnaise, Apples, Cooking Oil, Carrots, Tomatoes",9,103.9,Mobile Payment,Denver,Online,No,Regular,Winter,None
TXN00037390,2026-04-05 02:36:51,Evelyn Galvan,"Flour, Mustard, Bottled Water",3,21.26,Cash,Austin,Convenience Store,No,New,Spring,None
TXN00037391,2025-02-02 19:04:35,Matthew Mcmillan,"Toothpaste, Potatoes, Canned Soup, Coffee, Mayonnaise, Beer, Frozen Pizza, Eggs",8,83.03,Credit Card,Jacksonville,Warehouse Club,Yes,VIP,Winter,None
TXN00037392,2026-03-03 03:35:15,Brenda Perez,"Vinegar, Orange Juice, Toothpaste, Canned Soup, Sugar, Rice, Soap, Potatoes",8,97.98,Credit Card,Denver,Warehouse Club,Yes,Regular,Spring,Percentage Discount
TXN00037393,2024-11-04 03:10:55,Karen Jackson DVM,"Salsa, Yogurt, Ketchup, Granola, Cereal, Tomatoes, Chips",7,108.54,Credit Card,Boston,Supermarket,No,Occasional,Fall,None
TXN00037394,2026-03-13 08:51:12,David Davenport,Cereal Bars,1,12.72,Credit Card,Boston,Supermarket,Yes,Premium,Spring,None
TXN00037395,2026-05-05 13:19:20,Courtney Williams,"Baby Formula, Shampoo, Tomatoes, Cooking Oil, Sausages, Bread, Carrots",7,93.71,Debit Card,Seattle,Online,No,Premium,Spring,None
TXN00037396,2024-11-23 17:47:05,Erin Mason,"Lettuce, Canned Beans, Jam, Wine",4,47.06,Debit Card,Columbus,Supermarket,No,New,Fall,Loyalty Reward
TXN00037397,2025-12-17 07:06:50,Kelsey Smith,Bottled Water,1,18.11,Mobile Payment,Boston,Convenience Store,No,New,Winter,BOGO
TXN00037398,2026-08-04 02:10:09,Tammy Davis,"Cookies, Pet Food, Chocolate, Soap, Honey, Yogurt, Olive Oil, Ketchup",8,130.98,Cash,Atlanta,Online,Yes,Regular,Summer,Clearance
TXN00037399,2024-10-12 06:31:46,Scott Stephens,"Ketchup, Beer, Shrimp",3,29.92,Credit Card,Philadelphia,Warehouse Club,No,Occasional,Fall,None
TXN00037400,2026-08-23 05:21:32,Cody Hendricks,"Bananas, Shrimp, Tea, Dish Soap, Baby Formula, Cookies, Onions, Eggs, Beer, Orange Juice",10,129.21,Debit Card,Jacksonville,Online,Yes,Premium,Summer,None
TXN00037401,2026-06-14 09:12:22,Cody Reyes III,"Honey, Dish Soap, Salmon, Peanut Butter",4,77.86,Gift Card,Austin,Department Store,No,Regular,Summer,None
TXN00037402,2026-02-09 13:56:19,Jeffrey Hall,Toilet Paper,1,15.14,Cash,Seattle,Department Store,No,Regular,Winter,None
TXN00037403,2026-05-04 04:35:04,Jacqueline Mccoy,"Salmon, Canned Soup, Chicken Breast, Onions, Chocolate, Shrimp, Bananas, Tortillas",8,117.82,Debit Card,Atlanta,Supermarket,No,Occasional,Spring,None
TXN00037404,2026-04-06 08:35:27,Natalie Martinez,"Toothpaste, Ketchup, Peanut Butter, Baby Formula, Carrots, Olive Oil, Salmon, Rice",8,81.97,Gift Card,Chicago,Department Store,No,Regular,Spring,None
TXN00037405,2025-01-16 02:43:58,Robert Thomas,"Oranges, Canned Soup, Pasta, Bacon, Bottled Water, Lettuce, Sausages",7,76.4,Credit Card,Columbus,Supermarket,No,New,Winter,None
TXN00037406,2025-10-20 15:17:56,Omar Price,"Dish Soap, Canned Soup, Baby Formula",3,60.87,Credit Card,Los Angeles,Online,No,Occasional,Fall,None
TXN00037407,2026-06-01 17:55:09,John Coffey,"Chicken Breast, Peanut Butter",2,35.83,Gift Card,Austin,Supermarket,No,New,Summer,None
TXN00037408,2025-11-06 15:33:16,Cheyenne Horton,"Vinegar, Coffee, Cookies, Granola",4,23.04,Debit Card,Nashville,Supermarket,Yes,Occasional,Fall,None
TXN00037409,2025-03-04 09:50:18,Courtney Nichols,"Beer, Coffee",2,19.11,Cash,Phoenix,Convenience Store,No,Occasional,Spring,None
TXN00037410,2024-12-27 23:36:36,Colin Fletcher,Sugar,1,10.76,Mobile Payment,Houston,Supermarket,Yes,Regular,Winter,Percentage Discount
TXN00037411,2025-04-06 21:01:02,Mitchell Jones,"Pasta, Flour, Salmon, Olive Oil, Granola, Soda, Canned Soup, Toilet Paper, Cooking Oil",9,124.4,Debit Card,San Antonio,Online,No,Regular,Spring,None
TXN00037412,2024-12-11 19:58:14,Emily Lopez,"Paper Towels, Chocolate, Olive Oil, Onions, Bread",5,58.81,Mobile Payment,Nashville,Convenience Store,No,Regular,Winter,None
TXN00037413,2025-04-16 17:25:04,Donna Johnson,"Frozen Pizza, Peanut Butter, Pet Food",3,25.12,Credit Card,San Antonio,Department Store,Yes,Regular,Spring,None
TXN00037414,2026-02-11 20:12:50,David Avila,"Diapers, Mustard, Soap",3,51.87,Mobile Payment,San Antonio,Warehouse Club,No,Regular,Winter,None
TXN00037415,2025-02-17 20:53:37,Allen Martinez,"Pasta, Pet Food, Mayonnaise, Lettuce, Honey, Dish Soap, Tomatoes, Bottled Water, Cheese",9,94.43,Debit Card,Atlanta,Convenience Store,No,Regular,Winter,Percentage Discount
TXN00037416,2025-12-26 08:48:42,Karen Robertson,Ice Cream,1,7.16,Mobile Payment,Los Angeles,Online,Yes,Premium,Winter,Clearance
TXN00037417,2024-10-07 02:10:33,Mr. Lawrence Edwards,Butter,1,16.35,Debit Card,Seattle,Online,Yes,New,Fall,BOGO
TXN00037418,2026-03-27 12:54:29,Jennifer Parker,"Cheese, Bananas, Coffee",3,48.99,Credit Card,Charlotte,Supermarket,No,Occasional,Spring,None
TXN00037419,2026-06-09 19:37:30,Chase Choi,"Olive Oil, Sugar, Canned Beans, Lettuce, Rice",5,41.61,Debit Card,Houston,Online,Yes,Occasional,Summer,Seasonal Offer
TXN00037420,2026-01-23 01:30:19,Clifford Mcdonald,Soap,1,10.35,Credit Card,Los Angeles,Online,Yes,VIP,Winter,Percentage Discount
TXN00037421,2026-06-05 12:49:57,Johnathan Harper,"Shampoo, Dish Soap, Bread, Rice, Cooking Oil",5,81.8,Credit Card,Nashville,Supermarket,No,Regular,Summer,BOGO
TXN00037422,2026-05-12 15:16:09,Sandra Reyes,"Sugar, Oranges, Vinegar, Chicken Breast, Coffee",5,62.37,Cash,Seattle,Department Store,No,Premium,Spring,None
TXN00037423,2026-03-14 14:00:29,Lisa Robinson,"Toilet Paper, Butter, Oranges, Peanut Butter, Jam, Cookies",6,74.48,Debit Card,Columbus,Warehouse Club,Yes,Occasional,Spring,Percentage Discount
TXN00037424,2025-09-11 05:30:13,Ellen Wright,"Paper Towels, Soap, Chocolate, Shampoo, Bacon, Butter, Jam, Mustard",8,103.58,Credit Card,San Diego,Warehouse Club,No,Premium,Fall,None
TXN00037425,2026-04-02 07:41:29,Michelle Mcdonald,Diapers,1,15.1,Debit Card,Philadelphia,Supermarket,No,New,Spring,None
TXN00037426,2026-01-26 18:27:59,Leslie Fitzgerald,"Shrimp, Ketchup, Baby Formula, Oranges, Mustard, Dish Soap, Tomatoes, Olive Oil, Cooking Oil",9,160.47,Cash,Chicago,Warehouse Club,No,Regular,Winter,None
TXN00037427,2026-07-29 23:14:57,Chad Kim,"Mayonnaise, Canned Soup, Laundry Detergent, Dish Soap, Chips, Jam, Soap, Tortillas, Sugar",9,112.77,Debit Card,Charlotte,Convenience Store,Yes,Regular,Summer,None
TXN00037428,2024-10-10 07:26:18,Emily Pearson,Canned Soup,1,8.38,Debit Card,Dallas,Convenience Store,No,Occasional,Fall,None
